Date, Close/Last, Volume, Open, High, Low
01/09/2019,$79.70,4107758,$82.00,$87.50,$77.10
01/08/2019,$83.26,3913967,$73.39,$83.34,$73.25
01/07/2019,$71.90,1393918,$70.03,$71.94,$68.10
01/04/2019,$69.95,1108636,$70.96,$71.90,$68.60
01/03/2019,$70.00,970224,$69.10,$72.00,$69.10
01/02/2019,$70.46,1217809,$70.00,$72.18,$67.77
12/31/2018,$70.54,1536976,$76.99,$76.99,$70.31
12/28/2018,$75.15,1491896,$72.71,$77.27,$70.58
12/27/2018,$71.08,1044338,$71.00,$73.18,$69.12
12/26/2018,$71.50,1441388,$73.49,$73.72,$67.66
12/24/2018,$71.38,1031322,$71.00,$73.86,$68.19
12/21/2018,$74.87,2144802,$79.90,$80.04,$71.25
12/20/2018,$78.30,4291651,$80.52,$80.68,$74.11
12/19/2018,$71.00,4027815,$82.39,$82.39,$69.25
12/18/2018,$76.50,5572017,$72.40,$80.30,$69.00
12/17/2018,$65.89,2268835,$74.40,$75.31,$64.06
12/14/2018,$75.13,1871465,$70.89,$79.97,$70.89
12/13/2018,$75.52,3612440,$85.85,$86.40,$71.39
12/12/2018,$84.48,2355958,$93.09,$94.50,$84.25
12/11/2018,$94.07,1405348,$98.51,$98.88,$93.00
12/10/2018,$97.14,970335,$101.00,$102.47,$96.04
12/07/2018,$100.25,1590387,$103.00,$104.44,$97.64
12/06/2018,$99.00,1202650,$95.00,$99.27,$94.13
12/04/2018,$100.26,848351,$102.77,$104.00,$100.02
12/03/2018,$102.94,3270017,$105.49,$109.35,$98.44
11/30/2018,$102.45,1723685,$106.42,$107.19,$100.57
11/29/2018,$107.20,1169173,$111.57,$111.57,$105.05
11/28/2018,$110.88,1721205,$115.50,$116.01,$109.00
11/27/2018,$114.00,1891477,$112.90,$117.56,$112.05
11/26/2018,$114.14,2001345,$120.00,$120.40,$112.60
11/23/2018,$116.03,2048334,$110.52,$117.77,$110.52
11/21/2018,$109.31,1388105,$107.22,$110.19,$105.26
11/20/2018,$104.00,1706442,$100.00,$111.69,$99.35
11/19/2018,$106.77,1716338,$110.46,$110.95,$102.27
11/16/2018,$110.48,1622690,$110.00,$112.90,$108.32
